asin,reviewText,overall,category,summary
B005AGO4LU,"Love these! I have 3 pairs...they're so comfortable - I'm on my feet all day & my feet actually don't hurt at the end of the day when I wear these :)
I've learned to get these 1/2 size smaller....I'm normally a size 7 and the 6 1/2 fit perfectly",5.0,AMAZON_FASHION_5,Soooo comfortable.....
B005AGO4LU,Great shoes. Lightweight and comfortable,5.0,AMAZON_FASHION_5,Five Stars
B005AGO4LU,BEST. SHOES. EVER.  I bought two pairs in different colors- black n' white and the pink and white...  They have AWESOME support for whatever you use them for.. I have one for work and the other for training/running/etc in...,5.0,AMAZON_FASHION_5,BEST SHOES EVER!
B005AGO4LU,These sneakers give me the motivation to workout because they feel so good and are great for any training,5.0,AMAZON_FASHION_5,... me the motivation to workout because they feel so good and are great for any training
B005AGO4LU,"I LOVE the look and comfort of these shoes for style and lifting weights. Super cute and flezable. BUT for running, absolutely not!! It might just be my pronation/supnation and these shoes just do not work for my personal stride. I run about 2-4 miles every few days. Average of 8 miles a week and then sprints twice a week on a treadmill. Just after running with these 3 times, I am having major back issues that I have never had before.

MY STATS and other shoes:
I road and trail run. I run on my tip toes on the treadmill and a lot of heal on the road. I am 5'6 169lbs with more muscle than an average runner. Built more like a sprinter than a marathon runner.
I LOVE Nike FLEX bottoms. They really give me support and flex needed. I have also used Asics and Puma.",3.0,AMAZON_FASHION_5,Hurt my knees and back running
B005AGO4LU,Size 5. Very comfortable shoes. Love!,5.0,AMAZON_FASHION_5,Very comfortable shoes. Love
B005AGO4LU,"I bought a wide size of these at a local store and they are amazing!  Soft, comfy, with moderate support.  Not a cloud to walk on, but not minimalist.  The wide size is perfect for my wide feet with high arches.  The shoe tends to run about a half size long though, especially for Nike.  I am working on getting in shape, and these shoes feel good all day... No rubbing on my big toe joint or pinkie toe or heel.  Very pleased.",5.0,AMAZON_FASHION_5,Great shoes
B005AGO4LU,I always buy the same size this ones came to large,3.0,AMAZON_FASHION_5,large shoe
B005AGO4LU,"Nice shoes, fit good",5.0,AMAZON_FASHION_5,Five Stars
B005AGO4LU,I bought these for my wife. She saw them in the store but did not have their size so i ordered on amazon. She loves them . She already had for a couple of months and no complains at all. One of her favorites shoes for running or for her job since she walks a lot in the warehouse. Now she loves me more. :),5.0,AMAZON_FASHION_5,My wife loves these shoes.
B005AGO4LU,Love these shoes. My feet have been weird since I was pregnant and my old shoes were uncomfortable. These are very comfy and help me get active. They are also stylish and go with anything.,5.0,AMAZON_FASHION_5,Love Love Love
B005AGO4LU,"Look better than the picture, very comfortable, great support.",5.0,AMAZON_FASHION_5,PERFECT
B005AGO4LU,Love my new Nike's.  It's been years since I've been able to wear them (sizing changed years ago and I just couldn't wear them any more) but now the new styles and sizing are perfect.  Lightweight shoe with tons of style.  The Fog color is just what I was looking for...not black and not neon!  I wore them to participate in Relay for Life (24 hour walk) and they held up great!,5.0,AMAZON_FASHION_5,Nice shoe
B005AGO4LU,"I am so happy with this purchase. I feel like I'm barely wearing a sneaker when working out. Another plus is that when I take off my sneaker, my sock is barely sweaty! I have never had that experience with a shoe. The shoe is also very attractive and flattering and looks nice on my feet.",5.0,AMAZON_FASHION_5,I am so happy with this purchase
B005AGO4LU,Absolutely love them. Can even wear them without my insoles.,5.0,AMAZON_FASHION_5,Five Stars
B005AGO4LU,"Super cute shoe however runs wide and big, I'm a size 10 however this size 10 is too big. I went to a sporting goods store and tried the same shoe on  turns out with this particular shoe I'm a 9.5, so order half the size u normally are.",3.0,AMAZON_FASHION_5,Cute
B005AGO4LU,"Wore these for the first time hiking the bluffs. Not the best traction on well worn rocks, but super comfy. No blisters, no achilles pain like with other shoes. Will continue to purchase Nike shoes, because my feet love them for all activities! ( except my home workouts, they drag pretty hard on the carpet)",5.0,AMAZON_FASHION_5,Love
B005AGO4LU,"A-MA-ZING!  I needed a good jogging shoe and these make me feel like ""Forest Gump"".  I felt like I was running on a cloud.  I have narrow feet and these fit perfectly.  I am so happy that I am going to purchase another two pair as back-ups for once it's time to replace them.  Highly recommend to women who like to walk or run and light a light weight, comfortable shoe.",5.0,AMAZON_FASHION_5,Absolutely Perfect Shoe!!
B005AGO4LU,"Comfortable and lightweight. Need a good training shoe that's also supportive and flexible.  I really like the fit, but had to get 1/2 size larger as this style in my size is too perfect from heel to toe.",5.0,AMAZON_FASHION_5,Comfortable and lightweight
B005AGO4LU,Excellent,5.0,AMAZON_FASHION_5,Five Stars
B005AGO4LU,"These shoes are awesome!  They are nearly weightless and feel great on my feet.  The first day I wore them I wore them ALL day on vacation.  I put them on the next day and did the same.  Besides the comfort, they are really a cool color!",5.0,AMAZON_FASHION_5,Awesome shoes!
B005AGO4LU,Super cute!,5.0,AMAZON_FASHION_5,Five Stars
B005AGO4LU,perfect,5.0,AMAZON_FASHION_5,Five Stars
B005AGO4LU,"This is the most comfortable shoe I've ever had. No other shoe can compare to how the individual nubs on the bottom allow your foot to be cushioned, yet work like it's suppose to. My feet feel cradled in this shoe and hard surfaces don't make my feet ache anymore.

These shoes have a small amount of support, but not much, which I like as I'm coming from vibram five fingers. (Sorry vffs, I'm bailing after 2 years of shin splints, no matter what I did).

Highly recommended for walking/running on concrete or tracks. As long as nike continues to make the flex supreme, they will get my money. Please don't change this shoe!",5.0,AMAZON_FASHION_5,Time to leave the fad of the month for something that works.
B005AGO4LU,"I wear them for Zumba and my heel slips on turns. A little annoying because I have to pay attention but they are so cute and comfy, it balances out.",4.0,AMAZON_FASHION_5,A little annoying because I have to pay attention but they are ...
B005AGO4LU,"These run large. I wear a 9.5 exactly in every shoe, but these I bought a 9, and the toe area is pretty wide plus plenty long even with socks. Very comfy and very nice looking shoe. I love them but glad I was able to try them on before purchasing.",5.0,AMAZON_FASHION_5,and the toe area is pretty wide plus plenty long even with socks
B005AGO4LU,"Perfect fit, very comfortable, and a great color. They also fit as expected.",5.0,AMAZON_FASHION_5,Five Stars
B005AGO4LU,Really comfy and nice color,5.0,AMAZON_FASHION_5,Great and comfy for sports
B005AGO4LU,"The picture makes the shoe look like it has a ""boxier"" toe rather than the ""pointier"" toe that it actually has. I have wider feet and generally need to buy a size or half size longer to get a comfortable width (in any brand of shoe). I was shooting for a rounder, broader toe design which is more comfortable for me, and I feel that the pictures of this shoe didn't accurately depict what I received, in that one detail. Otherwise, ""the shoe fits."" So I am wearing it.",4.0,AMAZON_FASHION_5,A bit pointier toe than depicted...
B005AGO4LU,These are the most comfortable shoes I've used for working out. Extremely light weight and flexible. Loved them so much I purchased two more pair in different colors.,5.0,AMAZON_FASHION_5,Best shoes ever!!!
B005AGO4LU,Very comfortable and looks great!,5.0,AMAZON_FASHION_5,Five Stars
B005AGO4LU,Love this shoes so comfy and great very everyday use. Runs big,5.0,AMAZON_FASHION_5,Fits wonderful
B005AGO4LU,Nice looking and fit nice,4.0,AMAZON_FASHION_5,Four Stars
B005AGO4LU,"I am a recess aide and on my feet all day long. I tried these shoes on in the store before purchasing them on Amazon. They are very lightweight and comfortable. I was surprised how great they felt. I haven't had a pair of Nikes since Nike shoxs came out. They are so much more lightweight than those. I wore them an entire day the first day and had no problems. The second day; however, I got a pain in my hip to the point where I started limping. As soon as I got home and took them off, the pain was gone the rest of the evening. I'm only 30 by the way. Nothing else in my daily routine changed except wearing these shoes two days in a row. I don't understand why it would make my hip hurt since they are comfortable on my feet, but I'm sure that was the problem. I wore different shoes today and had no pain. I don't think as much as I am on my feet I will be able to wear them an extended amount of time. I will have to rotate wearing them every other day. For normal wear, I believe, people will be fine. I am literally walking or standing six hours a day straight.

**UPDATE: So, initially after wearing them, I had hip pain after wearing them. I don't know if they just needed to be broken in, but I wear them all the time now and have not experienced any pain since the first couple times of wearing them. They are comfortable, and I love them even more now.",4.0,AMAZON_FASHION_5,Comfortable and lightweight
B005AGO4LU,Perfict fit for me. Great looking shoes at a great price.,5.0,AMAZON_FASHION_5,nice
B005AGO4LU,The sneakers are very comfortable and fit to size.,5.0,AMAZON_FASHION_5,Five Stars
B005AGO4LU,"I've had these shoes for about a week now and have so far enjoyed using them. Considering the fact that I have wide feet, the shoes are slightly tight. However, it doesn't feel uncomfortable nor does it bothers me as I use them throughout my workouts. I know some people personally like when the shoes are a bit tighter or a bit looser so it's all in personal preference.",5.0,AMAZON_FASHION_5,Wide Feet so Somewhat Tight
B005AGO4LU,I really like them!,4.0,AMAZON_FASHION_5,Four Stars
B005AGO4LU,Good light weight shoe...had to add insole for more support.,4.0,AMAZON_FASHION_5,Four Stars
B005AGO4LU,I love my tennis shoes,5.0,AMAZON_FASHION_5,Five Stars
B005AGO4LU,"This is a shoe I will wear with black dress pants or jeans when I need comfort and a little style, but I am not impressed.  This is a very flimsy shoe with little support at all.  Not like any Nike I've ever purchased in the past.  It looks nice, but it's not comfortable.",3.0,AMAZON_FASHION_5,"LOOKS GOOD, FEELS ICKY!"
B005AGO4LU,"Love it!! Super comfortable and nice!! Got more than I expected, super flexible great for training. Definetly recommend it.",5.0,AMAZON_FASHION_5,Love it!! Definetly recommend it
B005AGO4LU,Excelente,5.0,AMAZON_FASHION_5,Five Stars
B00G8Q7JZ4,Beautiful mirror finish-very comfortable. Looks great with my white gold engagement ring and you cant beat the price. I have another band like this in a different size that Ive had for 2 years and the finish is still beautiful with no scratches. If you want a beautiful ring at a great price I highly recommend the white tungsten carbide!!,5.0,AMAZON_FASHION_5,Beautiful!!!
B00G8Q7JZ4,Love the mirror finish - very comfortable - scratchproof. Pairs beautifully with my white gold engagement ring.,5.0,AMAZON_FASHION_5,Beautiful ring!!!
B00G8Q7JZ4,very nice...quick shipment...,5.0,AMAZON_FASHION_5,Five Stars
B00G8Q7JZ4,very nice...quick shipment,5.0,AMAZON_FASHION_5,Five Stars
B00G8Q7JZ4,very nice ....high quality....,5.0,AMAZON_FASHION_5,Five Stars
B00G8Q7JZ4,looks great,5.0,AMAZON_FASHION_5,Five Stars
B00G8Q7JZ4,yes,5.0,AMAZON_FASHION_5,Five Stars
B00G8Q7JZ4,perfect,5.0,AMAZON_FASHION_5,Five Stars
B00GKF5BAS,Very nice,4.0,AMAZON_FASHION_5,Four Stars
B00I0VHS10,Would recomend,5.0,AMAZON_FASHION_5,Soft. Strong. Comfortable!!
B00I0VHS10,My favorite workout pants.  Have had them several months and use several times a week.  Keep me dry and stand up to a llt of washing!,5.0,AMAZON_FASHION_5,Love these pants!
B00I0VHS10,I ended up having to throw them out. The inside seam and around the private area was unraveling which can't happen when working out. I have a black pair which are just find so I think I got a defective pair.,3.0,AMAZON_FASHION_5,Good just watch the seams!
B00I0VHS10,"WOW!  I love these capris!  I ordered the deep teal and they are a very dark blue/teal (a much deeper prettier color than shown).  I received many compliments the first time I wore them to the gym.  They are super soft and comfortable from the leg all the way to the waist...COMFORTABLE.  They never slip down at the waist and give me full coverage (not see through at all). I am 5' 4"" and 159 pounds and I ordered a medium.  The size fit perfectly although that being said they are longer on me than the photo (probably my short legs) but came 2 inches above my ankle so just below my calf.  Given that I have weight to loose these are very flattering on as well.  They are also a nice stretchy fabric (thus the comfort) and cool.  We are in the high 90's and 100 degree summer weather and I am cool!  Purchase these as you won't be disappointed especially at this price.  I like these better than my Lululemon and Athleta capris!!!  I am back to purchase more!",5.0,AMAZON_FASHION_5,Comfortable Capris
B00LKWYX2I,"SO CUTE!!  Very good value. Cute style, pretty colors and soft material.",5.0,AMAZON_FASHION_5,"You will love the colors, the softness and value"
B00MLYE8PQ,"I like it. I wasn't sure if I could pull off this kind of hat, but it looks good and fits nicely.",4.0,AMAZON_FASHION_5,Good quality for price
B00ND9047Y,I used this for a costume and it worked well.,5.0,AMAZON_FASHION_5,Nice fit
B00ND9047Y,Husband was very happy. He now feels like he would fit in on the set of Downton Abbey.,5.0,AMAZON_FASHION_5,Nice vest.
B00RLSCLJM,Beautiful mirror finish-very comfortable. Looks great with my white gold engagement ring and you cant beat the price. I have another band like this in a different size that Ive had for 2 years and the finish is still beautiful with no scratches. If you want a beautiful ring at a great price I highly recommend the white tungsten carbide!!,5.0,AMAZON_FASHION_5,Beautiful!!!
B00RLSCLJM,Love the mirror finish - very comfortable - scratchproof. Pairs beautifully with my white gold engagement ring.,5.0,AMAZON_FASHION_5,Beautiful ring!!!
B00RLSCLJM,very nice...quick shipment...,5.0,AMAZON_FASHION_5,Five Stars
B00RLSCLJM,very nice...quick shipment,5.0,AMAZON_FASHION_5,Five Stars
B00RLSCLJM,very nice ....high quality....,5.0,AMAZON_FASHION_5,Five Stars
B00RLSCLJM,looks great,5.0,AMAZON_FASHION_5,Five Stars
B00RLSCLJM,yes,5.0,AMAZON_FASHION_5,Five Stars
B00RLSCLJM,perfect,5.0,AMAZON_FASHION_5,Five Stars
B00RLSCLJM,My ring shipped the same day that I placed the order and was received well before the estimated delivery date. It is absolutely beautiful!! It is a substantial ring without being overly heavy and is very comfortable to wear. I've cooked and cleaned with it on and it is still free of scratches and the finish is beautifully shiny. It also runs true to size. I highly recommend this ring and this seller!! Will definitely do business with them again.,5.0,AMAZON_FASHION_5,Beautiful ring - I love it!!!
B00ZUA6AJK,"I am changing my review after a second washing.
I am a male size 9 wide and after washing  they are a very tight fit. They are mid calf, wide enough at the toe, but snug from toe to heel. That said I think a male size 8 is about it. Larger size feet might have a problem. Quality is OK for the price. You will see these socks sold singly on other sites at $12.99 each!  I like the socks and ordered a second set to put in my daughters Christmas stocking.",3.0,AMAZON_FASHION_5,OK esp. for the price but size 8 mens' is probably the max.
B010RRWKT4,"Love it!! Super comfortable and nice!! Got more than I expected, super flexible great for training. Definetly recommend it.",5.0,AMAZON_FASHION_5,Love it!! Definetly recommend it
B010RRWKT4,Excelente,5.0,AMAZON_FASHION_5,Five Stars
B010RRWKT4,"These shoes are poorly constructed and I don't expect them to last more that one summer.  Would not recommend, and will not order another Nike downshifter series again",2.0,AMAZON_FASHION_5,Cheap
B010RRWKT4,"For the price I spent on the pair of shoes, I'd say it's as good as expected.
It's comfortable and doesn't hurt my feet when I run.",4.0,AMAZON_FASHION_5,Pretty comfortable pair of running shoes
B010RRWKT4,I always get a half size up in my tennis shoes. For some reason these feel to big in the heel area and wide.,3.0,AMAZON_FASHION_5,I always get a half size up in my tennis ...
B010RRWKT4,Put them on and walked 3 hours with no problem! Love them! So light feeling,5.0,AMAZON_FASHION_5,Love them! So light feeling
B010RRWKT4,excelente,5.0,AMAZON_FASHION_5,Five Stars
B010RRWKT4,"The shoes fit well in the arch area. They are a little wider in the toe area of the shoe, you feel like you have a lot of room. This does not make the shoe uncomfortable, just had to get used to it. Love the shoe.",4.0,AMAZON_FASHION_5,you feel like you have a lot of room
B010RRWKT4,"Tried them on in a store before buying online so I knew they'd fit good. Overall I was looking for a durable cross training shoe that would hold up to my rigorous training and these have been great so far. They are really light and comfortable. Most importantly for me they have grips on the bottoms so my feet don't slide out from under me while doing planks, push-ups, etc. Highly satisfied with this purchase.",5.0,AMAZON_FASHION_5,Exactly What I Was Looking For
B010RRWKT4,I recommend that!,5.0,AMAZON_FASHION_5,Five Stars
B010RRWKT4,I love this shoes they are so comfortable,5.0,AMAZON_FASHION_5,Five Stars
B010RRWKT4,I absolutely LOVE these shoes. These are my absolute favorite. So light and comfortable. These are actually my 2nd pair. I am still wearing my 1st pair after 2 years and they look good still. I am just afraid they are going to disappear and I want a back up pair for when my 1st pair wears out. These have been the best shoes I've owned!,5.0,AMAZON_FASHION_5,I absolutely LOVE these shoes
B010RRWKT4,Perfect fit!,5.0,AMAZON_FASHION_5,Five Stars
B010RRWKT4,My favorite cross trainers!,5.0,AMAZON_FASHION_5,Comfortable
B010RRWKT4,Love them fit perfect,5.0,AMAZON_FASHION_5,Five Stars
B010RRWKT4,Favorite Nike shoe ever! The flex sole is excellent for someone like me who loves the free feeling of sandals or being barefoot. These move effortlessly with the bend of my foot. I've worn these for multiple activities and I've had no foot or ankle pain. The white/green/dark grey color goes with so many outfits and the mesh breathes perfectly on hot summer days. Highly recommend!,5.0,AMAZON_FASHION_5,Love them!
B010RRWKT4,"I wear these everyday to work, the gym, etc.",5.0,AMAZON_FASHION_5,Five Stars
B010RRWKT4,"Love these shoes! Great fit, very light weight.",5.0,AMAZON_FASHION_5,Five Stars
B010RRWKT4,"Super comfortable and fit my small feet perfectly. I have flat feet so a lot of shoes are not comfortable for long periods of time. I can wear the shoe all day long and they are super comfortable. They are light colored so any dirt will be seen right away, but they are easy to clean compared to other shoes Ive had. Would definitely buy another pair in a different color.",5.0,AMAZON_FASHION_5,LOVE my new sneakers!
B010RRWKT4,Love these shoes!,5.0,AMAZON_FASHION_5,Very confortable!
B010RRWKT4,Comfortable,5.0,AMAZON_FASHION_5,Five Stars
B010RRWKT4,Fit fine...did not like color in person,3.0,AMAZON_FASHION_5,Three Stars
B010RRWKT4,The shoe is too large. When you do lunges it hurts the heel. The shoe size from a local store is the size I ordered from Amazon however the size or fitting seems to be large,3.0,AMAZON_FASHION_5,somewhat large fit
B010RRWKT4,Really great for walking I'm very glad I got these and the color is fun,5.0,AMAZON_FASHION_5,Five Stars
B010RRWKT4,Love these shoes. My feet feel so much better. Lots of padding and light enough to run in.,5.0,AMAZON_FASHION_5,Five Stars
B010RRWKT4,ok but too big,3.0,AMAZON_FASHION_5,Three Stars
B010RRWKT4,Love these shoes.. they are so comfortable.,5.0,AMAZON_FASHION_5,Five Stars
B010RRWKT4,"In really like these. I wear between a 9-9.5 womens, I got the 9.5 and they fit perfectly. They are light weight but have good support. I will buy another pair.",5.0,AMAZON_FASHION_5,Great Shoe
B010RRWKT4,"Love these shoes!
So stylish and comfortable. Just got back from a trip to NYC, Black and white Nikes and yoga pants are in high fashion right now!",5.0,AMAZON_FASHION_5,Love these shoes
B010RRWKT4,"This shoe is JUST OK. Its not as comfortable as I was expecting, compared to my last pair of NIKE shoes. I hope they hold up.",3.0,AMAZON_FASHION_5,Its not as comfortable as I was expecting
B010RRWKT4,Best tennis shoes I've had all my life. Very comfortable out the box. I would buy 10 pairs of these shoes if had the money.,5.0,AMAZON_FASHION_5,Very Comfortable
B010RRWKT4,The color pattern and fit is what I liked the most what I liked the least is that they are not easy to clean and stains do not come out very easy or at all,5.0,AMAZON_FASHION_5,The color pattern and fit is what I liked the most what I liked the least is that ...
B010RRWKT4,"love these shoes. Workout in them 3-4 times a week at the gym. I do treadmill, stairmaster, cardio classes and weight lifting. lightweight and versatile shoe.",5.0,AMAZON_FASHION_5,Great shoe for the price!
B010RRWKT4,"Great shoe. I've had Nike's before and have always been pleased with the comfort, performance, and quality. Though I will say this was the first time I ordered a pair online without trying them on first, so I was nervous. But this turned out to be a great choice. Breathable, lightweight but sturdy, and comfortable during all my workouts. The built-in arch support is great and I've had no discomfort after 2 weeks of use. As far as the sole thickness and cushioning goes, I would consider these a 'medium' build (not thin, not overly thick) so if you're into heavy running outdoors then take that into consideration. Everyone is different in their preference for cushioning, but I think for light runs on a treadmill they would be sufficient. Love these, highly recommend!",5.0,AMAZON_FASHION_5,Great shoe!
B010RRWKT4,The material is real then hope they don't fall apart . to expensive for what you get.,3.0,AMAZON_FASHION_5,Three Stars
B010RRWKT4,Nice,3.0,AMAZON_FASHION_5,Three Stars
B010RRWKT4,Gracias,5.0,AMAZON_FASHION_5,Five Stars
B010RRWKT4,Love these shoes!! They are true to size and very comfortable!! This is my second pair - I wore out the first pair!! Good arch support - I have a high arch!!,5.0,AMAZON_FASHION_5,Love these shoes
B010RRWKT4,Great arch support and comfortable.,5.0,AMAZON_FASHION_5,Great cross trainer
B010RRWKT4,It looks a bit nicer on the picture. Its very light in such a way that when I held the box I wondered if there was just paper filling inside. They are comfortable for the most. Good looking training shoes overall.,4.0,AMAZON_FASHION_5,They are comfortable for the most but just a bit narrow
B010RRWKT4,second pair. Comfortable and great for people with bunion issues or previous surgeries.  Sole wears great,5.0,AMAZON_FASHION_5,staple sneakers
B010RRWKT4,My daughter loves these shoes. Fit true to size.,5.0,AMAZON_FASHION_5,Great looking shoe
B010RRWKT4,Purchased for my daughter for gym class.  She loves them.  Very cute and very comfortable.,5.0,AMAZON_FASHION_5,Great shoes.
B010RRWKT4,Great look but zero support inside the shoe. Had to buy expensive inserts to be wearable. Expected more from a nike shoe.,3.0,AMAZON_FASHION_5,"Style 10/10, Comfort 3/10"
B010RRWKT4,"Straight out of the box, these shoes are great! Very lightweight and fits comfortably on my feet like a glove! I love most especially that the sole is not bulky like my previous running shoes  I hated those things lol! I would give them a shot and they are great for the price!",5.0,AMAZON_FASHION_5,these shoes are great! Very lightweight and fits comfortably on my feet ...
B010RRWKT4,Great shoes. Fit perfectly. Comfortable right from the start. Light weight and perfect for a 12 hour work shift. Good price also.,5.0,AMAZON_FASHION_5,Great shoes. Fit perfectly
B010RRWKT4,I love them! They fit perfect and are very comfortable!!,5.0,AMAZON_FASHION_5,Five Stars
B010RRWKT4,Love these lightweight shoes! Absolute favorite. Always order half a size bigger with nike shoes than with every other shoe in my closet.,5.0,AMAZON_FASHION_5,Perfect. Lightweight and comfortable all day
B010RRWKT4,My knees were bothering me during HIIT workouts so i  purchased these shoes after researching many styles.  Fit true to size and are lightweight.  My knees feel better so so hard so good.  They are cute in too!!,5.0,AMAZON_FASHION_5,My knees feel better so so hard so good
B010RRWKT4,Love the color!,5.0,AMAZON_FASHION_5,Five Stars
B010RRWKT4,"Comfortable athletic shoe,  good for the gym (ellipical, tredmill, etc.) Fit is good, and shoe is really lightweight and comfy.",4.0,AMAZON_FASHION_5,"Comfortable, lightweight Xtrainer"
B010RRWKT4,"The shoes fit perfectly and came within the time frame i was given.  Very comfortable, which is needed since my job requires a lot if standing abd walking throughout the day.",5.0,AMAZON_FASHION_5,Great shoe!
B010RRWKT4,They looked very cheap,1.0,AMAZON_FASHION_5,Returned...looked cheap
B010RRWKT4,The fit is as expected,5.0,AMAZON_FASHION_5,Fits to size
B010RRWKT4,Very comfortable shoes. This is my second pair of this style of shoe because I loved them that much.,5.0,AMAZON_FASHION_5,Very comfortable shoes. This is my second pair of this ...
B010RRWKT4,"Comfortable, consistent each time I order and good looking",5.0,AMAZON_FASHION_5,Sleek and sporty
B010RRWKT4,I love the shoe and it fit as expected the photos and description are accurate if you're looking for a shoe that has more cushion or support try a different style but as far as wanting a lightweight and breathable shoe this is it. I am very satisfied with this purchase,5.0,AMAZON_FASHION_5,I love the shoes and the description and photos were accurate
B010RRWKT4,These are so cute and comfortable and very light. I just received them today and the fit is perfect. I normally wear an 8 1/2 and they are true to size!,5.0,AMAZON_FASHION_5,Great fit!
B010RRWKT4,I always order a 1/2 size up in workout shoes.,5.0,AMAZON_FASHION_5,Lightweight
B010RRWKT4,"I wore these shoe one time, from the airport in Omaha, NE to the airport in Phoenix, AZ. When I arrived in Phoenix, the left shoe/sole started squeaking and won't stop. I want to return for a refund. Need instructions for returning as no paperwork was in my package when it arrived.",1.0,AMAZON_FASHION_5,Squeaky soles
B010RRWKT4,They run big and are super uncomfortable and the soles squeak. They don't breathe at all.,2.0,AMAZON_FASHION_5,Two Stars
B010RRWKT4,Exactly what I expected! Comfortable and chic,5.0,AMAZON_FASHION_5,Comfortable and
B010RRWKT4,They were a gift  to my daughter she loved them,5.0,AMAZON_FASHION_5,Their Cute and Pink
B010RRWKT4,Love these comfy shoes. they fit like a glove.,5.0,AMAZON_FASHION_5,Five Stars
B010RRWKT4,Very confortable.,5.0,AMAZON_FASHION_5,Smooth and confortable.
B010RRWKT4,i love these shoes.,5.0,AMAZON_FASHION_5,Five Stars
B010RRWKT4,"Lightweight, decent arch support and comfortably to wear all day doing regular activity and sprinting.",5.0,AMAZON_FASHION_5,decent arch support and comfortably to wear all day doing regular activity and sprinting
B010RRWKT4,daughter loves them,5.0,AMAZON_FASHION_5,Five Stars
B010RRWKT4,"I ordered a 1/2 size smaller than my usual size, and they are perfect. These shoes are hard to find. Great customer service as well.",5.0,AMAZON_FASHION_5,Good shoes
B010RRWKT4,"Very good overall.
Now Ive been a huge Sketchers Go Walk fan for some time and the only reason I tried these instead of the latest number 4 of those is because the tread looked too slippery to me.
These shoes are very sturdy and the grip of the soles has been very solid so far. I use them for basic workout cardio and cross training, as well as work as a massage therapist (I go through shoes fast enough that Ive recently consolidated).
If you're a Go Walk fan, these do not offer the same level of cushion-comfort as those, HOWEVER, they offer the kind of long-term comfort to make them a durable option.
The material of the shoes seem very durable and the breathable. My feet do not feel hot in them.
Now these shoes are ideal for a basic workout or cross training, I would not get them to do 25,000 steps in Walt Disney World.
Solid choice, overall.",4.0,AMAZON_FASHION_5,Good shoes
B010RRWKT4,Wife loves them!,5.0,AMAZON_FASHION_5,Five Stars
B010RRWKT4,"These shoes are extremely comfortable, and fit as expected.  Will purchase again.",5.0,AMAZON_FASHION_5,Five Stars
B010RRWKT4,Artculo equivocado en color,1.0,AMAZON_FASHION_5,One Star
B010RRWKT4,Glad I read the reviews and ordered a half size too big. These are light weight. I worked out in them last night and had a great work out. They are very comfortable. I would recommend these to anyone. I am a Beach Body Coach and these are now my new favorite shoes to work out in. I feel like I am walking in slippers when I wear these shoes. They are so comfortable. I LOVE them so much. I never buy myself anything nice and for Christmas got an Amazon gift card and used it to buy myself these sneakers and they are so awesome. I really do love them and have been telling all my friends about them. GET THESE SHOES!,5.0,AMAZON_FASHION_5,Glad I read the reviews and ordered a half size ...
B010RRWKT4,"On the left shoe, there were two stained yellow spots.",3.0,AMAZON_FASHION_5,Not in perfect condition
B010RRWKT4,"I love these, I had the previous iteration (or maybe two earlier?) and finally wore them out after several years. They are definitely a light-weight training shoe so I wouldn't get them if you are going to be doing a lot of running. But this also makes them extremely comfortable, I hadn't realized how hot running shoes made my feet until I switched to these. Good support and my feet stay cool all day, also noticeably light but well-made and long lasting.

I have worn them hiking in a pinch but don't really recommend it because the material is mesh-like and will let a lot of dirt in. But if you mainly take cardio classes and/or do weight training or just need something to wear around town look no further.",5.0,AMAZON_FASHION_5,"Very comfortable, cute, and long-lasting"
B010RRWKT4,"Super light-weight, decent arch support (mine is higher than average).  I was pleasantly surprised by the sole/tread on these for my circuit training classes, as I couldn't really tell by online pics.  Also pleasantly surprised that these ran ever so slightly bigger than Nike running shoes I use to wear 15+years ago - I always wore one to 1.5 sizes larger in their ""Hurache's""/running shoes, so I was really worried my size 6 would be too small - there is actually more toe room in these shoes than any other size 6 shoe I own (athletic, heel, boot).  But it is the correct amount of room from big toe to edge of shoe for me (an inch or less, I don't want my big toe being jammed into edge of shoe when lunging, jumping, etc.).  Shoes arrived with an odd yellowish color on side of one shoe, but no damage to box, paper lining etc - I was happy that a clorox wipe easily cleaned the shoe and did not discolor any further.  I am very happy and highly recommend, although I have only worked out it once!",5.0,AMAZON_FASHION_5,"Super light-weight, nice tread and arch support - love them so far!"
B010RRWKT4,I Love it. It is very light and the color is great.,5.0,AMAZON_FASHION_5,Five Stars
B010RRWKT4,"My wife loves these shoes. We have both been wearing sketchers and new balance for several years and recently we have both purchased Nike. There is a reason why Nike is still number 1 after all these years, you just cant beat their comfort.",5.0,AMAZON_FASHION_5,My wife loves these shoes. We have both been ...
B010RRWKT4,"Absolutly love these shoes!! Beautiful color, comfy, and lightweight",5.0,AMAZON_FASHION_5,New Favorite Shoes
B010RRWKT4,"I **loved** these shoes when I got them. I've noticed that the foam inside tends to compress during a workout, though. I'll lace them tightly enough that they're nearly cutting off my circulation. 20 minutes later, I'm sliding out of them while doing sled pushes.",2.0,AMAZON_FASHION_5,Foam compresses
B010RRWKT4,She loves them,5.0,AMAZON_FASHION_5,Five Stars
